4.29	18.4041	18.4041
4.3	18.49	18.49
4.31	18.5761	18.5761
4.32	18.6624	18.6624
4.33	18.7489	18.7489
4.34	18.8356	18.8356
4.35	18.9225	18.9225
4.36	19.0096	19.0096
4.37	19.0969	19.0969
4.38	19.1844	19.1844
4.39	19.2721	19.2721
4.4	19.36	19.36
4.41	19.4481	19.4481
4.42	19.5364	19.5364
4.43	19.6249	19.6249
4.44	19.7136	19.7136
4.45	19.8025	19.8025
4.46	19.8916	19.8916
4.47	19.9809	19.9809
4.48	20.0704	20.0704
4.49	20.1601	20.1601
4.5	20.25	20.25
4.51	20.3401	20.3401
4.52	20.4304	20.4304
4.53	20.5209	20.5209
4.54	20.6116	20.6116
4.55	20.7025	20.7025
4.56	20.7936	20.7936
4.57	20.8849	20.8849
4.58	20.9764	20.9764
4.59	21.0681	21.0681
4.6	21.16	21.16
4.61	21.2521	21.2521
4.62	21.3444	21.3444
4.63	21.4369	21.4369
4.64	21.5296	21.5296
4.65	21.6225	21.6225
4.66	21.7156	21.7156
4.67	21.8089	21.8089
4.68	21.9024	21.9024
4.69	21.9961	21.9961
4.7	22.09	22.09
4.71	22.1841	22.1841
4.72	22.2784	22.2784
4.73	22.3729	22.3729
4.74	22.4676	22.4676
4.75	22.5625	22.5625
4.76	22.6576	22.6576
4.77	22.7529	22.7529
4.78	22.8484	22.8484
4.79	22.9441	22.9441
4.8	23.04	23.04
4.81	23.1361	23.1361
4.82	23.2324	23.2324
4.83	23.3289	23.3289
4.84	23.4256	23.4256
4.85	23.5225	23.5225
4.86	23.6196	23.6196
4.87	23.7169	23.7169
4.88	23.8144	23.8144
4.89	23.9121	23.9121
4.9	24.01	24.01
4.91	24.1081	24.1081
4.92	24.2064	24.2064
4.93	24.3049	24.3049
4.94	24.4036	24.4036
4.95	24.5025	24.5025
4.96	24.6016	24.6016
4.97	24.7009	24.7009
4.98	24.8004	24.8004
4.99	24.9001	24.9001
5	25	25
5.01	25.1001	25.1001
5.02	25.2004	25.2004
5.03	25.3009	25.3009
5.04	25.4016	25.4016
5.05	25.5025	25.5025
5.06	25.6036	25.6036
5.07	25.7049	25.7049
5.08	25.8064	25.8064
5.09	25.9081	25.9081
5.1	26.01	26.01
5.11	26.1121	26.1121
5.12	26.2144	26.2144
5.13	26.3169	26.3169
5.14	26.4196	26.4196
5.15	26.5225	26.5225
5.16	26.6256	26.6256
5.17	26.7289	26.7289
5.18	26.8324	26.8324
5.19	26.9361	26.9361
5.2	27.04	27.04
5.21	27.1441	27.1441
5.22	27.2484	27.2484
5.23	27.3529	27.3529
5.24	27.4576	27.4576
5.25	27.5625	27.5625
5.26	27.6676	27.6676
5.27	27.7729	27.7729
5.28	27.8784	27.8784
5.29	27.9841	27.9841
5.3	28.09	28.09
5.31	28.1961	28.1961
5.32	28.3024	28.3024
5.33	28.4089	28.4089
5.34	28.5156	28.5156
5.35	28.6225	28.6225
5.36	28.7296	28.7296
5.37	28.8369	28.8369
5.38	28.9444	28.9444
5.39	29.0521	29.0521
5.4	29.16	29.16
5.41	29.2681	29.2681
5.42	29.3764	29.3764
5.43	29.4849	29.4849
5.44	29.5936	29.5936
5.45	29.7025	29.7025
5.46	29.8116	29.8116
5.47	29.9209	29.9209
5.48	30.0304	30.0304
5.49	30.1401	30.1401
5.5	30.25	30.25
5.51	30.3601	30.3601
5.52	30.4704	30.4704
5.53	30.5809	30.5809
5.54	30.6916	30.6916
5.55	30.8025	30.8025
5.56	30.9136	30.9136
5.57	31.0249	31.0249
5.58	31.1364	31.1364
5.59	31.2481	31.2481
5.6	31.36	31.36
5.61	31.4721	31.4721
5.62	31.5844	31.5844
5.63	31.6969	31.6969
5.64	31.8096	31.8096
5.65	31.9225	31.9225
5.66	32.0356	32.0356
5.67	32.1489	32.1489
5.68	32.2624	32.2624
5.69	32.3761	32.3761
5.7	32.49	32.49
5.71	32.6041	32.6041
5.72	32.7184	32.7184
5.73	32.8329	32.8329
5.74	32.9476	32.9476
5.75	33.0625	33.0625
5.76	33.1776	33.1776
5.77	33.2929	33.2929
5.78	33.4084	33.4084
5.79	33.5241	33.5241
5.8	33.64	33.64
5.81	33.7561	33.7561
5.82	33.8724	33.8724
5.83	33.9889	33.9889
5.84	34.1056	34.1056
5.85	34.2225	34.2225
5.86	34.3396	34.3396
5.87	34.4569	34.4569
5.88	34.5744	34.5744
5.89	34.6921	34.6921
5.9	34.81	34.81
5.91	34.9281	34.9281
5.92	35.0464	35.0464
5.93	35.1649	35.1649
5.94	35.2836	35.2836
5.95	35.4025	35.4025
5.96	35.5216	35.5216
5.97	35.6409	35.6409
5.98	35.7604	35.7604
5.99	35.8801	35.8801
6	36	36
6.01	36.1201	36.1201
6.02	36.2404	36.2404
6.03	36.3609	36.3609
6.04	36.4816	36.4816
6.05	36.6025	36.6025
6.06	36.7236	36.7236
6.07	36.8449	36.8449
6.08	36.9664	36.9664
6.09	37.0881	37.0881
6.1	37.21	37.21
6.11	37.3321	37.3321
6.12	37.4544	37.4544
6.13	37.5769	37.5769
6.14	37.6996	37.6996
6.15	37.8225	37.8225
6.16	37.9456	37.9456
6.17	38.0689	38.0689
6.18	38.1924	38.1924
6.19	38.3161	38.3161
6.2	38.44	38.44
6.21	38.5641	38.5641
6.22	38.6884	38.6884
6.23	38.8129	38.8129
6.24	38.9376	38.9376
6.25	39.0625	39.0625
6.26	39.1876	39.1876
6.27	39.3129	39.3129
6.28	39.4384	39.4384
6.29	39.5641	39.5641
6.3	39.69	39.69
6.31	39.8161	39.8161
6.32	39.9424	39.9424
6.33	40.0689	40.0689
6.34	40.1956	40.1956
6.35	40.3225	40.3225
6.36	40.4496	40.4496
6.37	40.5769	40.5769
6.38	40.7044	40.7044
6.39	40.8321	40.8321
6.4	40.96	40.96
6.41	41.0881	41.0881
6.42	41.2164	41.2164
6.43	41.3449	41.3449
6.44	41.4736	41.4736
6.45	41.6025	41.6025
6.46	41.7316	41.7316
6.47	41.8609	41.8609
6.48	41.9904	41.9904
6.49	42.1201	42.1201
6.5	42.25	42.25
6.51	42.3801	42.3801
6.52	42.5104	42.5104
6.53	42.6409	42.6409
6.54	42.7716	42.7716
6.55	42.9025	42.9025
6.56	43.0336	43.0336
6.57	43.1649	43.1649
6.58	43.2964	43.2964
6.59	43.4281	43.4281
6.6	43.56	43.56
6.61	43.6921	43.6921
6.62	43.8244	43.8244
6.63	43.9569	43.9569
6.64	44.0896	44.0896
6.65	44.2225	44.2225
6.66	44.3556	44.3556
6.67	44.4889	44.4889
6.68	44.6224	44.6224
6.69	44.7561	44.7561
6.7	44.89	44.89
6.71	45.0241	45.0241
6.72	45.1584	45.1584
6.73	45.2929	45.2929
6.74	45.4276	45.4276
6.75	45.5625	45.5625
6.76	45.6976	45.6976
6.77	45.8329	45.8329
6.78	45.9684	45.9684
6.79	46.1041	46.1041
6.8	46.24	46.24
6.81	46.3761	46.3761
6.82	46.5124	46.5124
6.83	46.6489	46.6489
6.84	46.7856	46.7856
6.85	46.9225	46.9225
6.86	47.0596	47.0596
6.87	47.1969	47.1969
6.88	47.3344	47.3344
6.89	47.4721	47.4721
6.9	47.61	47.61
6.91	47.7481	47.7481
6.92	47.8864	47.8864
6.93	48.0249	48.0249
6.94	48.1636	48.1636
6.95	48.3025	48.3025
6.96	48.4416	48.4416
6.97	48.5809	48.5809
6.98	48.7204	48.7204
6.99	48.8601	48.8601
7	49	49
7.01	49.1401	49.1401
7.02	49.2804	49.2804
7.03	49.4209	49.4209
7.04	49.5616	49.5616
7.05	49.7025	49.7025
7.06	49.8436	49.8436
7.07	49.9849	49.9849
7.08	50.1264	50.1264
7.09	50.2681	50.2681
7.1	50.41	50.41
7.11	50.5521	50.5521
7.12	50.6944	50.6944
7.13	50.8369	50.8369
7.14	50.9796	50.9796
7.15	51.1225	51.1225
7.16	51.2656	51.2656
7.17	51.4089	51.4089
7.18	51.5524	51.5524
7.19	51.6961	51.6961
7.2	51.84	51.84
7.21	51.9841	51.9841
7.22	52.1284	52.1284
7.23	52.2729	52.2729
7.24	52.4176	52.4176
7.25	52.5625	52.5625
7.26	52.7076	52.7076
7.27	52.8529	52.8529
7.28	52.9984	52.9984
7.29	53.1441	53.1441
7.3	53.29	53.29
7.31	53.4361	53.4361
7.32	53.5824	53.5824
7.33	53.7289	53.7289
7.34	53.8756	53.8756
7.35	54.0225	54.0225
7.36	54.1696	54.1696
7.37	54.3169	54.3169
7.38	54.4644	54.4644
7.39	54.6121	54.6121
7.4	54.76	54.76
7.41	54.9081	54.9081
7.42	55.0564	55.0564
7.43	55.2049	55.2049
7.44	55.3536	55.3536
7.45	55.5025	55.5025
7.46	55.6516	55.6516
7.47	55.8009	55.8009
7.48	55.9504	55.9504
7.49	56.1001	56.1001
7.5	56.25	56.25
7.51	56.4001	56.4001
7.52	56.5504	56.5504
7.53	56.7009	56.7009
7.54	56.8516	56.8516
7.55	57.0025	57.0025
7.56	57.1536	57.1536
7.57	57.3049	57.3049
7.58	57.4564	57.4564
7.59	57.6081	57.6081
7.6	57.76	57.76
7.61	57.9121	57.9121
7.62	58.0644	58.0644
7.63	58.2169	58.2169
7.64	58.3696	58.3696
7.65	58.5225	58.5225
7.66	58.6756	58.6756
7.67	58.8289	58.8289
7.68	58.9824	58.9824
7.69	59.1361	59.1361
7.7	59.29	59.29
7.71	59.4441	59.4441
7.72	59.5984	59.5984
7.73	59.7529	59.7529
7.74	59.9076	59.9076
7.75	60.0625	60.0625
7.76	60.2176	60.2176
7.77	60.3729	60.3729
7.78	60.5284	60.5284
7.79	60.6841	60.6841
7.8	60.84	60.84
7.81	60.9961	60.9961
7.82	61.1524	61.1524
7.83	61.3089	61.3089
7.84	61.4656	61.4656
7.85	61.6225	61.6225
7.86	61.7796	61.7796
7.87	61.9369	61.9369
7.88	62.0944	62.0944
7.89	62.2521	62.2521
7.9	62.41	62.41
7.91	62.5681	62.5681
7.92	62.7264	62.7264
7.93	62.8849	62.8849
7.94	63.0436	63.0436
7.95	63.2025	63.2025
7.96	63.3616	63.3616
7.97	63.5209	63.5209
7.98	63.6804	63.6804
7.99	63.8401	63.8401
8	64	64
8.01	64.1601	64.1601
8.02	64.3204	64.3204
8.03	64.4809	64.4809
8.04	64.6416	64.6416
8.05	64.8025	64.8025
8.06	64.9636	64.9636
8.07	65.1249	65.1249
8.08	65.2864	65.2864
8.09	65.4481	65.4481
8.1	65.61	65.61
8.11	65.7721	65.7721
8.12	65.9344	65.9344
8.13	66.0969	66.0969
8.14	66.2596	66.2596
8.15	66.4225	66.4225
8.16	66.5856	66.5856
8.17	66.7489	66.7489
8.18	66.9124	66.9124
8.19	67.0761	67.0761
8.2	67.24	67.24
8.21	67.4041	67.4041
8.22	67.5684	67.5684
8.23	67.7329	67.7329
8.24	67.8976	67.8976
8.25	68.0625	68.0625
8.26	68.2276	68.2276
8.27	68.3929	68.3929
8.28	68.5584	68.5584
8.29	68.7241	68.7241
8.3	68.89	68.89
8.31	69.0561	69.0561
8.32	69.2224	69.2224
8.33	69.3889	69.3889
8.34	69.5556	69.5556
8.35	69.7225	69.7225
8.36	69.8896	69.8896
8.37	70.0569	70.0569
8.38	70.2244	70.2244
8.39	70.3921	70.3921
8.4	70.56	70.56
8.41	70.7281	70.7281
8.42	70.8964	70.8964
8.43	71.0649	71.0649
8.44	71.2336	71.2336
8.45	71.4025	71.4025
8.46	71.5716	71.5716
8.47	71.7409	71.7409
8.48	71.9104	71.9104
8.49	72.0801	72.0801
8.5	72.25	72.25
8.51	72.4201	72.4201
8.52	72.5904	72.5904
8.53	72.7609	72.7609
8.54	72.9316	72.9316
8.55	73.1025	73.1025
8.56	73.2736	73.2736
8.57	73.4449	73.4449
8.58	73.6164	73.6164
8.59	73.7881	73.7881
8.6	73.96	73.96
8.61	74.1321	74.1321
8.62	74.3044	74.3044
8.63	74.4769	74.4769
8.64	74.6496	74.6496
8.65	74.8225	74.8225
8.66	74.9956	74.9956
8.67	75.1689	75.1689
8.68	75.3424	75.3424
8.69	75.5161	75.5161
8.7	75.69	75.69
8.71	75.8641	75.8641
8.72	76.0384	76.0384
8.73	76.2129	76.2129
8.74	76.3876	76.3876
8.75	76.5625	76.5625
8.76	76.7376	76.7376
8.77	76.9129	76.9129
8.78	77.0884	77.0884
8.79	77.2641	77.2641
8.8	77.44	77.44
8.81	77.6161	77.6161
8.82	77.7924	77.7924
8.83	77.9689	77.9689
8.84	78.1456	78.1456
8.85	78.3225	78.3225
8.86	78.4996	78.4996
8.87	78.6769	78.6769
8.88	78.8544	78.8544
8.89	79.0321	79.0321
8.9	79.21	79.21
8.91	79.3881	79.3881
8.92	79.5664	79.5664
8.93	79.7449	79.7449
8.94	79.9236	79.9236
8.95	80.1025	80.1025
8.96	80.2816	80.2816
8.97	80.4609	80.4609
8.98	80.6404	80.6404
8.99	80.8201	80.8201
9	81	81
9.01	81.1801	81.1801
9.02	81.3604	81.3604
9.03	81.5409	81.5409
9.04	81.7216	81.7216
9.05	81.9025	81.9025
9.06	82.0836	82.0836
9.07	82.2649	82.2649
9.08	82.4464	82.4464
9.09	82.6281	82.6281
9.1	82.81	82.81
9.11	82.9921	82.9921
9.12	83.1744	83.1744
9.13	83.3569	83.3569
9.14	83.5396	83.5396
9.15	83.7225	83.7225
9.16	83.9056	83.9056
9.17	84.0889	84.0889
9.18	84.2724	84.2724
9.19	84.4561	84.4561
9.2	84.64	84.64
9.21	84.8241	84.8241
9.22	85.0084	85.0084
9.23	85.1929	85.1929
9.24	85.3776	85.3776
9.25	85.5625	85.5625
9.26	85.7476	85.7476
9.27	85.9329	85.9329
9.28	86.1184	86.1184
9.29	86.3041	86.3041
9.3	86.49	86.49
9.31	86.6761	86.6761
9.32	86.8624	86.8624
9.33	87.0489	87.0489
9.34	87.2356	87.2356
9.35	87.4225	87.4225
9.36	87.6096	87.6096
9.37	87.7969	87.7969
9.38	87.9844	87.9844
9.39	88.1721	88.1721
9.4	88.36	88.36
9.41	88.5481	88.5481
9.42	88.7364	88.7364
9.43	88.9249	88.9249
9.44	89.1136	89.1136
9.45	89.3025	89.3025
9.46	89.4916	89.4916
9.47	89.6809	89.6809
9.48	89.8704	89.8704
9.49	90.0601	90.0601
9.5	90.25	90.25
9.51	90.4401	90.4401
9.52	90.6304	90.6304
9.53	90.8209	90.8209
9.54	91.0116	91.0116
9.55	91.2025	91.2025
9.56	91.3936	91.3936
9.57	91.5849	91.5849
9.58	91.7764	91.7764
9.59	91.9681	91.9681
9.6	92.16	92.16
9.61	92.3521	92.3521
9.62	92.5444	92.5444
9.63	92.7369	92.7369
9.64	92.9296	92.9296
9.65	93.1225	93.1225
9.66	93.3156	93.3156
9.67	93.5089	93.5089
9.68	93.7024	93.7024
9.69	93.8961	93.8961
9.7	94.09	94.09
9.71	94.2841	94.2841
9.72	94.4784	94.4784
9.73	94.6729	94.6729
9.74	94.8676	94.8676
9.75	95.0625	95.0625
9.76	95.2576	95.2576
9.77	95.4529	95.4529
9.78	95.6484	95.6484
9.79	95.8441	95.8441
9.8	96.04	96.04
9.81	96.2361	96.2361
9.82	96.4324	96.4324
9.83	96.6289	96.6289
9.84	96.8256	96.8256
9.85	97.0225	97.0225
9.86	97.2196	97.2196
9.87	97.4169	97.4169
9.88	97.6144	97.6144
9.89	97.8121	97.8121
9.9	98.01	98.01
9.91	98.2081	98.2081
9.92	98.4064	98.4064
9.93	98.6049	98.6049
9.94	98.8036	98.8036
9.95	99.0025	99.0025
9.96	99.2016	99.2016
9.97	99.4009	99.4009
9.98	99.6004	99.6004
9.99	99.8001	99.8001
10	100	100
